Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1399340372,J33FAS,NJ,PAS,07/15/2017,68,SDN,ME/BE,K,0,0,0,0,0025,25,1,161461,0001,0000,1241P,,NY,F,,EAST RIVER LANE,FIELD 84,0,408,D3,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1399340712,GRL3939,NY,999,07/14/2017,68,SUBN,BMW,K,0,0,0,20170820,0025,25,1,160347,0001,0000,0320P,,NY,F,,EAST RIVER LANE,FIELD 80,0,408,A1,,BBBBBBB,ALL,ALL,BLACK,0,2017,-,0,,,,,
1399340724,HHG1984,NY,PAS,07/14/2017,68,SDN,HONDA,K,0,0,0,20180731,0025,25,1,160347,0001,0000,0322P,,NY,F,,EAST RIVER LANE,FIELD 81,0,408,A1,,BBBBBBB,ALL,ALL,TAN,0,1994,-,0,,,,,
1399340736,K29HPY,NJ,PAS,07/14/2017,68,SUBN,KIA,K,0,0,0,0,0025,25,1,160347,0001,0000,0324P,,NY,O,,EAST RIVER LANE,FIELD 80,0,408,A1,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1399340785,HPB3354,NY,PAS,07/14/2017,68,SUBN,HONDA,K,0,0,0,20190426,0025,25,1,160347,0001,0000,0341P,,NY,F,,EAST RIVER LANE,FIELD 81,0,408,A1,,BBBBBBB,ALL,ALL,GRAY,0,2011,-,0,,,,,
1399340797,HPL8894,NY,PAS,07/14/2017,68,SUBN,NISSA,K,0,0,0,20190306,0025,25,1,160347,0001,0000,0400P,,NY,F,,EAST RIVER LANE,FIELD 83,0,408,A1,,BBBBBBB,ALL,ALL,BLACK,0,2017,-,0,,,,,
1399340864,GMX3604,NY,PAS,06/17/2017,27,SDN,LEXUS,K,29370,0,0,20180129,0025,25,1,160347,0001,0000,1129A,,NY,O,,RANDALLS ISLAND,SUNKEN MEADOW LOOP F,0,408,D,,BBBBBBB,ALL,ALL,SILVE,0,2002,-,0,,,,,
1399340906,GBB7704,NY,PAS,06/18/2017,20,SUBN,GMC,K,29370,0,0,20180808,0025,25,1,160347,0001,0000,1215P,,NY,O,,RANDALLS ISLAND,HELL GATE CIRCLE FIE,0,408,C3,,BBBBBBB,ALL,ALL,BLACK,0,2015,-,0,,,,,
1399340920,GCJ8583,NY,PAS,06/18/2017,68,SDN,INFIN,K,29370,0,0,20181122,0025,25,1,160347,0001,0000,1256P,,NY,O,,RANDALLS ISLAND,EAST RIVER LANE FIEL,0,408,D3,,BBBBBBB,ALL,ALL,GRAY,0,2016,-,0,,,,,
1399340931,T706136C,NY,OMT,07/04/2017,14,SDN,TOYOT,P,29370,0,0,20180531,0025,25,1,160347,0001,0000,0730P,,NY,O,,RANDALLS ISLAND,EAST RIVER LN FLD 84,0,408,D,,BBBBBBB,ALL,ALL,BLAC,0,2013,-,0,,,,,
1399340943,HNA5075,NY,999,07/04/2017,14,SDN,TOYOT,P,29370,0,0,0,0025,25,1,160347,0001,0000,0738P,,NY,O,,RANDALLS ISLAND,EAST RIVER LN FLD 84,0,408,C,,BBBBBBB,ALL,ALL,BLAC,0,0,-,0,,,,,
1399341029,H47AJV,NJ,PAS,07/14/2017,14,SDN,TOYOT,K,0,0,0,0,0025,25,1,160347,0001,0000,0218P,,NY,O,,EAST RIVER LANE,FIELD 84,0,408,A1,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1399341030,HLE7961,NY,PAS,07/09/2017,20,SUBN,ME/BE,K,0,0,0,20181106,0025,25,1,160347,0001,0000,0603P,,NY,O,,WARDS MEADOW LOOP,FIELD 74,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0,2008,-,0,,,,,
1399341066,HGJ5239,NY,PAS,06/11/2017,27,SDN,HONDA,K,29370,0,0,20180511,0025,25,1,160638,0001,0000,0106P,,NY,,,RANDALLS ISLAND,PARKING LOT 5,0,408,D3,,BBBBBBB,ALL,ALL,BLUE,0,2013,-,0,,,,,
1399341078,GRA3060,NY,PAS,06/11/2017,14,SDN,SAAB,K,0,0,0,20180506,0025,25,1,160638,0001,0000,0136P,,NY,O,,RANDALLS ISLAND EAST,RIVER LANE FIELD 82,0,408,D3,,BBBBBBB,ALL,ALL,BLACK,0,2001,-,0,,,,,
1399341080,HEE3906,NY,PAS,06/17/2017,45,SUBN,ROVER,K,29370,0,0,20180131,0025,25,1,160638,0001,0000,0901A,,NY,O,,RANDALLS ISLAND,10 CENTRAL RD,0,408,C,,BBBBBBB,ALL,ALL,TAN,0,2016,-,0,,,,,
1399341091,GLS8114,NY,PAS,06/17/2017,14,SDN,TOYOT,K,0,0,0,20180206,0025,25,1,160638,0001,0000,0933A,,NY,O,,RANDALLS ISLAND EAST,RIVER LANE FIELD 84,0,408,E1,,BBBBBBB,ALL,ALL,WHITE,0,2015,-,0,,,,,
1399341110,JCRUZ,NY,SRF,06/24/2017,68,SUBN,NISSA,K,29370,0,0,20190228,0025,25,1,161461,0001,0000,0547P,,NY,F,,RANDALLS ISLAND,EAST RIVER FIELD LAN,0,408,A1,,BBBBBBB,ALL,ALL,WHITE,0,2015,-,0,,,,,
1399341169,GMA9075,NY,PAS,06/11/2017,20,SUBN,INFIN,K,0,0,0,20181128,0025,25,1,161461,0001,0000,0617P,,NY,F,,RANDALLS ISLAND WARD,MEADOW LOOP FIELD 74,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0,2016,-,0,,,,,
1399341170,HJY9611,NY,PAS,06/11/2017,20,SUBN,MAZDA,K,0,0,0,20180727,0025,25,1,161461,0001,0000,0513P,,NY,O,,RANDALLS ISLAND WARD,MEADOW LOOP FIELD 74,0,408,D,,BBBBBBB,ALL,ALL,BLUE,0,2005,-,0,,,,,
1399341194,GPC7285,NY,PAS,06/11/2017,46,SUBN,ROVER,K,29370,0,0,20180404,0025,25,1,160638,0001,0000,1057A,,NY,O,,RANDALLS ISLAND,BRONX SHORE RD FIELD,0,408,C,,BBBBBBB,ALL,ALL,GRAY,0,2017,-,0,,,,,
1399341236,HRA6951,NY,PAS,06/11/2017,46,SUBN,KIA,K,29370,0,0,20190427,0025,25,1,160638,0001,0000,1049A,,NY,O,,RANDALLS ISLAND,BRONX SHORE RD FIELD,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,2017,-,0,,,,,
1399341250,JSR08,NY,PAS,06/11/2017,14,SUBN,ME/BE,K,29370,0,0,20180221,0025,25,1,160638,0001,0000,1013A,,NY,O,,RANDALLS ISLAND,SUNKEN MEADOW LOOP F,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,2017,-,0,,,,,
1399341480,GKT7368,NY,PAS,06/25/2017,68,SDN,ACURA,P,0,0,0,20171114,0025,25,1,160347,0001,0000,1155A,,NY,O,,RANDALL S ISLAND,EAST RIVER LANE FIEL,0,408,A1,,BBBBBBB,ALL,ALL,BLACK,0,2009,-,0,,,,,
1399341492,HFM3819,NY,PAS,07/02/2017,27,SDN,HONDA,K,29370,13650,0,20180314,0025,25,1,160638,0001,0000,0930A,,NY,O,,RANDALLS ISLAND,SUNKEN MEADOW LOOP,0,408,D,,BBBBBBB,ALL,ALL,GRAY,0,2016,-,0,,,,,
1399341510,GAD6010,NY,PAS,08/02/2017,27,SUBN,GMC,K,29370,13650,0,20180722,0025,25,1,160638,0001,0000,0927A,,NY,O,,RANDALLS ISLAND,SUNKEN MEADOW LOOP,0,408,D3,,BBBBBBB,ALL,ALL,BLACK,0,2015,-,0,,,,,
1399341534,GVA2817,NY,PAS,06/11/2017,20,SDN,SUBAR,K,29370,0,0,20190318,0025,25,1,160638,0001,0000,0627P,,NY,O,,RANDALLS ISLAND,WARDS MEADOW LOOP F,0,408,C,,BBBBBBB,ALL,ALL,SILVE,0,2004,-,0,,,,,
1399341560,HLX3365,NY,PAS,06/01/2017,20,SUBN,CADIL,K,29370,0,0,20181130,0025,25,1,160638,0001,0000,0615P,,NY,O,,RANDALLS ISLAND,WARDS MEADOW LOOP FI,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,2017,-,0,,,,,
1399341583,T708278C,NY,OMT,06/24/2017,68,SDN,TOYOT,K,29370,0,0,20170731,0025,25,1,161461,0001,0000,0538P,,NY,F,,RANDALLS ISLAND,EAST RIVER FIELD LAN,0,408,A1,,BBBBBBB,ALL,ALL,BLACK,0,2017,-,0,,,,,
1399341601,H51EEC,NJ,PAS,06/24/2017,68,SUBN,FORD,K,29370,0,0,0,0025,25,1,161461,0001,0000,0628P,,NY,F,,RANDALLS ISLAND,EAST RIVER FIELD LAN,0,408,D4,,BBBBBBB,ALL,ALL,GREEN,0,0,-,0,,,,,
1399341637,HNZ9486,NY,PAS,06/25/2017,20,SDN,BMW,P,0,0,0,20190329,0025,25,901,161461,0901,0000,1100A,,NY,O,,RANDALL S ISLAND,CENTRAL RD FIELD 21,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,2013,-,0,,,,,
1399341870,HPL8061,NY,PAS,07/15/2017,20,SUBN,JEEP,K,13570,40404,40404,20190306,0025,25,1,160347,0001,0000,0423P,,NY,O,,WARDS MEADOW LOOP,,0,408,A1,,BBBBBBB,ALL,ALL,SILVE,0,2017,-,0,,,,,
1399342095,HSE3294,NY,PAS,07/08/2017,51,SDN,KIA,K,13535,40404,40404,20190525,0025,25,1,161461,0001,0000,1137A,,NY,F,,HELLS GATE CIRCLE,,0,408,E3,,BBBBBBB,ALL,ALL,BROWN,0,2012,-,0,,,,,
1399342113,GSM6687,NY,PAS,07/08/2017,51,SUBN,JEEP,K,13535,40404,40404,20180717,0025,25,1,161461,0001,0000,1142A,,NY,F,,HELLS GATE CIRCLE,,0,408,E3,,BBBBBBB,ALL,ALL,ORANG,0,2014,-,0,,,,,
1399342149,GPB8144,NY,PAS,07/08/2017,68,SUBN,TOYOT,K,13565,40404,40404,20180429,0025,25,1,161461,0001,0000,0115P,,NY,F,,EAST RIVER LANE,,0,408,A1,,BBBBBBB,ALL,ALL,RED,0,2013,-,0,,,,,
1399342150,GZV1029,NY,PAS,07/08/2017,68,SUBN,GMC,K,13565,40404,40404,20170707,0025,25,1,161461,0001,0000,0119P,,NY,F,,EAST RIVER LANE,,0,408,A1,,BBBBBBB,ALL,ALL,BLACK,0,2004,-,0,,,,,
1399342162,HES2687,NY,PAS,07/08/2017,20,SUBN,CHEVR,K,13385,40404,40404,20180216,0025,25,1,161461,0001,0000,0625P,,NY,O,,BRONX SHORE RD,,0,408,A1,,BBBBBBB,ALL,ALL,TAN,0,2002,-,0,,,,,
1399342174,HET1833,NY,PAS,07/14/2017,68,SDN,NISSA,K,0,0,0,20190614,0025,25,1,161461,0001,0000,0224P,,NY,F,,EAST RIVER LANE,FIELD 83,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0,2012,-,0,,,,,
1399342241,GMZ6945,NY,PAS,07/09/2017,20,SUBN,SUBAR,K,0,0,0,20180327,0025,25,1,161461,0001,0000,0438P,,NY,F,,BRONX SHORE RD,FIELD 1,0,408,A1,,BBBBBBB,ALL,ALL,RED,0,2005,-,0,,,,,
1399342265,K43GBB,NJ,PAS,06/25/2017,51,SUBN,HONDA,P,0,0,0,0,0025,25,1,161461,0001,0000,1110A,,NY,F,,RANDALL S ISLAND,25 CENTRAL RD,0,408,D4,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,
1399342277,GXX3754,NY,PAS,06/25/2017,68,SDN,VOLKS,P,0,0,0,20190430,0025,25,1,161461,0001,0000,1155A,,NY,F,,RANDALL S ISLAND,EAST RIVER LN FIELD,0,408,E3,,BBBBBBB,ALL,ALL,RED,0,2016,-,0,,,,,
1399342290,HSU6291,NY,PAS,06/25/2017,68,SUBN,DODGE,P,0,0,0,20170717,0025,25,1,161461,0001,0000,1207P,,NY,F,,RANDALL S ISLAND,EAST RIVER LN FIELD,0,408,A1,,BBBBBBB,ALL,ALL,GREY,0,2017,-,0,,,,,
1399342320,T738220C,NY,OMT,07/04/2017,53,SDN,MITSU,K,11925,13113,16400,20180430,0025,25,1,161461,0001,0000,0429P,,NY,,,RANDALLS ISLAND PARK,,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0,2007,-,0,,,,,
1399342332,GJT4264,NY,PAS,07/04/2017,20,SDN,HYUND,P,29370,13535,0,20170912,0025,25,1,161461,0001,0000,0531P,,NY,F,,RANDALLS ISLAND,HELLS GATE CIRCLE,0,408,D,,BBBBBBB,ALL,ALL,BLA,0,2013,-,0,,,,,
1399342344,HLU1210,NY,PAS,07/04/2017,53,SUBN,TOYOT,P,29370,0,0,20170709,0025,25,1,161461,0001,0000,0450P,,NY,,,RANDALLS ISLAND,PARKING LOT J,0,408,D,,BBBBBBB,ALL,ALL,WHIT,0,2015,-,0,,,,,
1399342356,HAL1059,NY,PAS,07/04/2017,20,SUBN,HONDA,K,29370,40404,40404,20171018,0025,25,1,160178,0001,0000,0430P,,NY,,,RANDALLS ISLAND PKG,,0,408,C,,BBBBBBB,ALL,ALL,SILVE,0,2016,-,0,,,,,
1399342368,GRZ7434,NY,PAS,07/09/2017,20,SDN,VOLKS,K,0,0,0,20180723,0025,25,1,161461,0001,0000,0444P,,NY,F,,BRONX SHORE RD,FIELD 1,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,2006,-,0,,,,,
1399342411,GUM2488,NY,PAS,07/08/2017,27,SUBN,BMW,K,13570,40404,40404,20181111,0025,25,1,160507,0001,0000,0900A,,NY,F,,WARDS MEADOW LOOP,,0,408,D3,,BBBBBBB,ALL,ALL,GRAY,0,2015,-,0,,,,,
1399342435,HKJ5985,NY,PAS,07/04/2017,74,HIWH,CHEVR,K,29370,40404,40404,20181031,0025,25,1,160178,0001,0000,0531P,,NY,F,,RANDALLS ISLAND FIEL,,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0,1988,-,0,,,,,
1399342447,HHC4370,NY,PAS,07/01/2017,27,SDN,CHEVR,P,0,13565,0,20180724,0025,25,1,161461,0001,0000,0342P,,NY,F,,RANDALL S ISLAND,EAST RIVER LANE,0,408,A1,,BBBBBBB,ALL,ALL,GREEN,0,2002,-,0,,,,,
1399342459,HKK7442,NY,PAS,07/04/2017,53,SDN,TOYOT,K,11925,13113,16400,20181215,0025,25,1,161461,0001,0000,0445P,,NY,,,RANDALLS ISLAND PARK,,0,408,C,,BBBBBBB,ALL,ALL,GREY,0,2010,-,0,,,,,
1399353690,HSV2164,NY,PAS,07/01/2017,41,SDN,NISSA,P,29792,0,0,20170720,0030,30,1,160456,0001,0000,0818P,,NY,F,,RIVERSIDE PARK,148 LOT,0,408,D3,,BBBBBBB,ALL,ALL,BLAC,0,2013,-,0,,,,,
1399353743,HNY8845,NY,PAS,07/02/2017,63,FOUR,TOYOT,P,0,0,0,20190511,0033,33,1,160456,0001,0000,0822P,,NY,F,,FT WASHINGTON PARK,LOT 148,0,408,F3,,BBBBBBB,ALL,ALL,ORANG,0,2009,-,0,,,,,
1399354747,GVC1423,NY,PAS,07/09/2017,19,SDN,TOYOT,K,14510,35030,35050,20181223,,0,1,160641,0001,0000,0520P,,NY,O,33,CENTRAL PARK WEST,,0,408,D,,BBBBBBB,ALL,ALL,GREY,0,2002,-,0,,,,,
1399356689,HKW8399,NY,PAS,06/25/2017,19,SUBN,CHEVR,P,14490,10610,15715,20180911,,0,1,160646,0001,0000,0135P,,NY,O,240,CENTRAL PARK SOUTH,,0,408,C3,,BBBBBBB,ALL,ALL,CHARC,0,2015,-,0,,,,,
1404616123,GMS2960,NY,PAS,06/13/2017,14,SDN,TOYOT,P,0,0,0,20180312,105,105,105,943147,0105,0000,0238P,,Q,,,C/O 76 AVE,268 ST,0,408,F1,,BBBBBBB,ALL,ALL,BK,0,2002,-,0,,,,,
1404616147,GNC7377,NY,PAS,06/14/2017,46,SDN,TOYOT,P,45890,55590,22190,20171225,105,105,105,931865,0105,0000,1016A,,Q,F,134-11,FRANCIS LEWIS BLVD,,0,408,C3,,BBBBBBB,ALL,ALL,GREEN,0,0,-,0,,,,,
1404616184,GMS5478,NY,PAS,06/15/2017,19,SDN,TOYOT,P,51090,49190,26490,20180514,105,105,105,931865,0105,0000,0740A,,Q,F,212-47,JAMAICA AVE,,0,408,C3,,BBBBBBB,ALL,ALL,GRY,0,2005,-,0,,,,,
1404616196,T655874C,NY,OMT,06/15/2017,46,SDN,LINCO,P,0,0,0,20170630,105,105,105,931865,0105,0000,0755A,,Q,,,C/O 98 AVE,HEMPSTEAD AVE,0,408,C3,,BBBBBBB,ALL,ALL,BK,0,2007,-,0,,,,,
1404616202,HJV7505,NY,PAS,06/15/2017,19,SDN,BMW,P,0,40404,40404,20180301,105,105,105,931865,0105,0000,0800A,,Q,F,102-15,SPRINGFIELD RD,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,2013,-,0,,,,,
1404616214,KGD0381,PA,PAS,06/15/2017,46,SDN,LINCO,P,27092,55590,22190,0,105,105,105,931865,0105,0000,0820A,,Q,F,134-14,228 ST,,0,408,C3,,BBBBBBB,ALL,ALL,GRY,0,0,-,0,,,,,
1404616263,HGE5758,NY,PAS,06/15/2017,46,SDN,LINCO,P,60810,23790,22870,20180324,105,105,105,931865,0105,0000,0858A,,Q,O,157-21,ROCKAWAY BL,,0,408,C3,,BBBBBBB,ALL,ALL,GRY,0,1991,-,0,,,,,
1404616317,HLC6496,NY,PAS,06/16/2017,19,SDN,LEXUS,P,0,40404,40404,20190131,105,105,105,931865,0105,0000,0728A,,Q,F,111-28,SPRINGFIELD B,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0,2006,-,0,,,,,
1404616330,GTB4588,NY,PAS,06/16/2017,88,SUBN,CHEVR,P,51090,45890,26170,20181217,105,105,105,931865,0105,0000,0800A,,Q,F,206-12,JAMAICA AVE,,0,408,F1,,BBBBBBB,ALL,ALL,GREEN,0,2006,-,0,,,,,
1404616342,HEK1534,NY,PAS,06/16/2017,19,SUBN,BUICK,P,51090,26240,26340,20180310,105,105,105,931865,0105,0000,0800A,,Q,O,209-25,JAMAICA AVE,,0,408,K1,,BBBBBBB,ALL,ALL,BROWN,0,2008,-,0,,,,,
1404616366,MNN362,NC,PAS,06/16/2017,46,SUBN,CHEVR,P,55590,27100,27104,0,105,105,105,931865,0105,0000,1006A,1000A,Q,F,233-12,MERRICK BL,,20170616,408,K5,,BBBBBBB,ALL,ALL,PURPL,0,0,-,0,,,,,
1404616380,HGE5402,NY,PAS,06/16/2017,46,SUBN,NISSA,P,0,40404,40404,20180317,105,105,105,931865,0105,0000,1020A,,Q,F,233-04,MERRICK PL,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0,2005,-,0,,,,,
1404616391,HDM1445,NY,PAS,06/16/2017,19,SUBN,TOYOT,P,55590,27098,27100,20180321,105,105,105,931865,0105,0000,1025A,,Q,F,232-20,MERRICK BLVD,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0,2008,-,0,,,,,
1404616410,HLN5697,NY,PAS,06/16/2017,46,SDN,BMW,P,27092,55590,22190,20181116,105,105,105,931865,0105,0000,1035A,,Q,,134-12,228 ST,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0,2013,-,0,,,,,
1404616445,HLC5883,NY,PAS,06/19/2017,46,SDN,TOYOT,P,27190,55460,22700,20190105,105,105,105,931865,0105,0000,0905A,,Q,F,140-47,243RD ST,,0,408,C,,BBBBBBB,ALL,ALL,GRAY,0,1996,-,0,,,,,
1404616457,HCD5664,NY,PAS,06/19/2017,19,SDN,HYUND,P,55590,27094,27096,20171031,105,105,105,931865,0105,0000,0924A,,Q,F,229-19,MERRICK BLVD,,0,408,F1,,BBBBBBB,ALL,ALL,RD,0,2016,-,0,,,,,
1404616469,GXV8548,NY,PAS,06/19/2017,46,SUBN,NISSA,P,55590,63290,26840,20170706,105,105,105,931865,0105,0000,0950A,,Q,F,216-17,MERRICK BL,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0,1996,-,0,,,,,
1404616482,HBG4636,NY,PAS,06/19/2017,19,SUBN,ME/BE,P,55590,27097,27098,20180107,105,105,105,931865,0105,0000,1002A,,Q,F,231-28,MERRICK BLVD,,0,408,F1,,BBBBBBB,ALL,ALL,GRAY,0,2009,-,0,,,,,
1404616500,GCD4378,NY,PAS,06/19/2017,19,SDN,TOYOT,P,55590,27096,45890,20180903,105,105,105,931865,0105,0000,1025A,,Q,F,230-02,MERRICK BL,,0,408,C3,,BBBBBBB,ALL,ALL,RD,0,2012,-,0,,,,,
1404616524,HPU6908,NY,PAS,06/19/2017,46,SDN,TOYOT,P,0,0,0,20190531,105,105,105,931865,0105,0000,1030A,,Q,,,S/E C/O 234 ST,MERRICK BL,0,408,F1,,BBBBBBB,ALL,ALL,GRAY,0,2011,-,0,,,,,
1404621088,HKL8388,NY,PAS,06/14/2017,74,SDN,NISSA,P,27276,17590,17690,20180908,105,105,105,956136,0105,0000,0901P,0800P,Q,F,87-29,258 ST,,0,408,F1,,BBBBBBB,ALL,ALL,GY,0,2010,-,0,,,,,
1404622251,HAM3361,NY,PAS,06/09/2017,14,SUBN,ME/BE,P,27100,20890,53890,20171108,105,105,105,931002,0105,0000,0330A,,Q,O,116-80,233 ST,,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,2008,-,0,,,,,
1404622263,HNY1735,NY,PAS,06/09/2017,40,SUBN,TOYOT,P,27097,53890,21070,20190427,105,105,105,931002,0105,0000,0350A,,Q,F,117-16,231 ST,,0,408,C,,BBBBBBB,ALL,ALL,GRAY,0,2017,-,1,,,,,
1404622305,HRR8841,NY,PAS,06/24/2017,61,SUBN,FORD,P,27094,21290,45890,20190430,105,105,105,931002,0105,0000,0327A,,Q,F,120-08,229 ST,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0,2017,-,0,,,,,
1404628540,GHJE8461,NY,PAS,06/13/2017,98,SUBN,MARE,P,23140,18790,18940,20181230,103,103,103,956229,0103,0000,0835A,,Q,F,95-27,148 ST,,0,408,E3,,BBBBBBB,ALL,ALL,BN,0,2010,-,0,,,,,
1404628563,HDL1712,NY,PAS,06/25/2017,98,SUBN,FORD,P,54190,20240,45090,20180504,103,103,103,956224,0103,0000,1130A,,Q,F,109-18,LIVERPOOL ST,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0,2002,-,0,,,,,
1404628599,GZT4661,NY,PAS,07/01/2017,98,SDN,ME/BE,P,20140,64790,23540,20170930,103,103,103,956224,0103,0000,1230P,,Q,F,150-38,108 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,2012,-,0,,,,,
1404628629,GBJ2273,NY,PAS,07/14/2017,14,SUBN,NISSA,P,20140,23640,23740,20180913,103,103,103,956224,0103,0000,0940A,,Q,F,155-02,108 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,GRAY,0,2012,-,0,,,,,
1404631835,HPA2123,NY,PAS,06/30/2017,19,SDN,TOYOT,P,0,40404,40404,20190523,,0,102,955694,0102,0000,0212P,,Q,F,133-08,101 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0,2005,-,0,,,,,
1404633005,HLD2826,NJ,PAS,06/13/2017,46,SDN,NISSA,P,59990,40404,40404,20180518,102,102,102,906146,0102,0000,0327P,,Q,F,185-01,QUEENS BLVD,,0,408,C,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1404637643,GEF7422,NY,PAS,06/29/2017,67,SUBN,JEEP,P,55590,26850,26860,20190403,105,105,105,957740,0105,0000,1020P,,Q,F,219-07,MERRICK BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0,1999,-,0,,,,,
1404637709,HCX4543,NY,PAS,07/12/2017,67,SDN,ACURA,P,45890,27205,27210,20171117,105,105,105,957740,0105,0000,0400P,,Q,F,245-01,FRANCIS LEWIS BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,2012,-,0,,,,,
1404639688,HRC7872,NY,PAS,06/14/2017,50,SUBN,FORD,P,0,0,0,20170626,105,105,105,951049,0105,0000,1028A,,Q,,,C/O 141 RD,225 ST,0,408,F1,,BBBBBBB,ALL,ALL,TN,0,2017,-,0,,,,,
1404639718,HBZ8338,NY,PAS,07/05/2017,19,SUBN,FORD,P,63290,22190,22280,20171104,105,105,105,951049,0105,0000,0200P,,Q,F,135-29,SPRINGFIELD BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,BK,0,2005,-,0,,,,,
1404639720,HNZ6789,NY,PAS,07/06/2017,19,SDN,TOYOT,P,0,40404,40404,20190406,105,105,105,951049,0105,0000,0847A,,Q,F,135-29,SPRINGFIEILD BLVD,,0,408,F1,,BBBBBBB,ALL,ALL,GRAY,0,2002,-,0,,,,,
1404639810,HHG716,NY,PAS,06/14/2017,74,SDN,BMW,P,0,0,0,20180630,105,105,105,955978,0105,0000,1254A,,Q,,,C/O 145 RD,228 ST,0,408,E5,,BBBBBBB,ALL,ALL,WHITE,0,2009,-,0,,,,,
1404640460,HMY3668,NY,PAS,07/08/2017,98,SDN,HONDA,P,26190,49690,18040,20190110,105,105,105,957841,0105,0000,0850A,,Q,,,R/O 88-45 208 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GREY,0,1999,-,0,,,,,
1404640848,HMJ8385,NY,PAS,06/16/2017,46,VAN,MERCU,P,51090,26340,26390,20190424,105,105,108,942533,0108,0000,1243P,,Q,F,210-23,JAMAICA AVE,,0,408,C3,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1404641439,GWW7070,NY,PAS,06/22/2017,19,SUBN,CHEVR,P,0,40404,40404,20190422,105,105,105,928391,0105,0000,0631P,,Q,O,135-31,SPRINGFIELD,,0,408,E2,,BBBBBBB,ALL,ALL,GN,0,2015,-,0,,,,,
1404641440,GCJ7849,NY,PAS,06/22/2017,46,SDN,CHEVR,P,0,40404,40404,20181122,105,105,105,928391,0105,0000,0634P,,Q,,134-47,SPRINGFIELD,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0,2012,-,0,,,,,
1404641490,GNB1485,NY,PAS,07/15/2017,46,SUBN,CADIL,P,53890,26890,26940,20180506,105,105,105,928391,0105,0000,0612P,,Q,F,221-22,LINDEN BLVD,,0,408,C,,BBBBBBB,ALL,ALL,WT,0,2004,-,0,,,,,
1404642043,HSE5089,NY,PAS,06/10/2017,40,SDN,ME/BE,P,0,0,0,20170701,105,105,105,958966,0105,0000,0841P,,Q,F,,C/O MERRICK,232 ST,0,408,F1,,BBBBBBB,ALL,ALL,BK,0,2016,-,0,,,,,
1404642055,HBG4712,NY,PAS,06/23/2017,46,SDN,MITSU,P,63290,20520,20520,20180107,105,105,105,958966,0105,0000,0657P,,Q,F,111-46,SPRINGFIELD BLVD,,0,408,F1,,BBBBBBB,ALL,ALL,RED,0,1995,-,0,,,,,
1404642390,GXW1052,NY,PAS,06/27/2017,46,SUBN,DODGE,P,49690,27268,27272,20190630,105,105,105,955730,0105,0000,0720P,,Q,F,256-11,HILLSIDE AVE,,0,408,C3,,BBBBBBB,ALL,ALL,GRY,0,2012,-,0,,,,,
